Date,Category,Headline,Description,Content,URL
2025-05-22,general,Aidan Hutchinson: I’m fully cleared - NBC Sports,Lions defensive end Aidan Hutchinson said something during his Thursday press conference that should create a lot of smiles around the Detroit area.,"Lions defensive end Aidan Hutchinson said something during his Thursday press conference that should create a lot of smiles around the Detroit area. 
Hutchinson has been recovering from last years b… [+955 chars]",https://www.nbcsports.com/nfl/profootballtalk/rumor-mill/news/aidan-hutchinson-im-fully-cleared
2025-05-22,general,Greatest shot of Tyrese Haliburton's life and best game of Aaron Nesmith's career stoke Pacers-Knicks rivalry - CBS Sports,What transpired Wednesday night at MSG was historic. It was legendary. It was exactly what this rivalry -- and the NBA -- needed in 2025,"NEW YORK Of all the outlandish sequences and moments that have ennobled Madison Square Garden to rightfully rank among the most storied venues in American sports, what transpired Wednesday night in t… [+8838 chars]",https://www.cbssports.com/nba/news/greatest-shot-of-tyrese-haliburtons-life-and-best-game-of-aaron-nesmiths-career-stoke-pacers-knicks-rivalry/
2025-05-22,general,White House releases RFK Jr.-led report on chronic disease - ABC News,,No content available,https://abcnews.go.com/Politics/white-house-releases-rfk-jr-led-report-chronic/story?id\\u003d122076156
2025-05-22,general,Judge blocks Trump administration from closing the Education Department - NPR,The federal judge also told the administration to reinstate department employees who lost their jobs during the reduction-in-force announced in March.,"On Thursday, a federal judge in Massachusetts issued a preliminary injunction blocking President Trump and U.S. Education Secretary Linda McMahon from carrying out Trump's executive order calling for… [+304 chars]",https://www.npr.org/2025/05/22/nx-s1-5407521/trump-education-department-layoffs-injunction
2025-05-22,general,US Mint moves forward with plans to kill the penny - AP News,The U.S. Mint has made its final order of penny blanks and plans to stop producing the coin when those run out. That word comes from a Treasury Department official who wasn't authorized to discuss the matter publicly and spoke on condition of anonymity to pre…,"WASHINGTON (AP) The U.S. Mint has made its final order of penny blanks and plans to stop producing the coin when those run out, a Treasury Department official confirmed Thursday. 
An immediate annua… [+1913 chars]",https://apnews.com/article/us-mint-treasury-department-penny-end-production-daf6367d7e8d31d6783720d5d4667115
2025-05-22,general,Senate overrules parliamentarian and votes to undo California EV rule - NPR,The Senate parliamentarian advised lawmakers that they couldn't use the Congressional Review Act to revoke California's right to set vehicle standards. But they did it anyway. Expect a legal fight.,"The Senate has overruled the guidance of the parliamentarian, a nonpartisan staffer who interprets the Senate's rules, and voted 51 to 44 to overturn a waiver allowing California to set its own air p… [+8538 chars]",https://www.npr.org/2025/05/22/nx-s1-5387729/senate-california-ev-air-pollution-waiver-revoked
2025-05-22,general,Measles Alert In New Jersey After Infected Person Attends Sold-Out Shakira Show - HuffPost,"Anyone who attended the MetLife concert may have been exposed to the highly contagious virus, state health officials said.","Thousands of people may have been exposed to measles in New Jersey after attending a sold-out Shakira concert last week, health officials said.
An out-of-state resident infected with the highly cont… [+3747 chars]",https://www.huffpost.com/entry/measles-case-shakira-concert-new-jersey_n_682f2646e4b0ef574bf5dbff
2025-05-22,general,How penguin poop can help to mitigate climate change - ABC News,,No content available,https://abcnews.go.com/US/penguin-poop-mitigate-climate-change/story?id\\u003d122032611
2025-05-22,general,Tony Reali Says He’s Not Hurt After ‘Around the Horn’ Cancellation - Sports Illustrated,The host says he’s only had two conversations with ESPN since they axed ‘Around the Horn.’,"1. Around the Horn will end its 23-year run on Friday. ESPN canceled the show for reasons still unknown. Normally, when a show gets canceled, its because of low ratings. Around the Horn is still draw… [+4193 chars]",https://www.si.com/media/tony-reali-says-he-s-not-hurt-after-around-the-horn-cancellation
2025-05-22,general,Honor’s 400 phones are midrangers built to last - The Verge,"The Honor 400 and 400 Pro promise six years of software support, plus 200-megapixel main cameras and impressive IP ratings.","The 400 and 400 Pro arrive promising six years of software support.
The 400 and 400 Pro arrive promising six years of software support.
Honor has announced the 400 and 400 Pro, two midrange phones … [+2057 chars]",https://www.theverge.com/news/672580/honor-400-pro-midrange-six-years-software
2025-05-22,technology,"Original Space Marine Getting 4K Remaster, But Will Skip PS5 - Kotaku",The Warhammer 40K: Space Marine surprise remaster launches in June on Game Pass and PC,"Sega and Games Workshop announced that the original Space Marine game, first released on PS3, Xbox 360, and PC over a decade ago, is getting a fancy remaster with improved visuals and controls. And y… [+1931 chars]",https://kotaku.com/w40k-space-marine-1-remaster-4k-remake-xbox-no-ps5-port-1851781996
2025-05-22,technology,Nvidia’s RTX 5060 review debacle should be a wake-up call for gamers and reviewers - The Verge,"Nvidia reportedly attempted to delay, derail, and manipulate reviews of its $299 GeForce RTX 5060 graphics card, breaking trust in the process.","Seems Nvidia didnt want its most popular GPU raked over the coals this year and risked its credibility to prevent it.
Seems Nvidia didnt want its most popular GPU raked over the coals this year and … [+10229 chars]",https://www.theverge.com/pc-gaming/672637/nvidia-rtx-5060-review-meddling-gamersnexus-wake-up-call
2025-05-22,technology,Google’s AI product names are confusing as hell - The Verge,"Google announced a slate of new AI products at I/O 2025, and we’re gonna need our own AI assistant to help us keep the names straight.","Just dont confuse Deep Think with DeepMind or Astra with Aura.
Just dont confuse Deep Think with DeepMind or Astra with Aura.
Google executives took the stage this week at I/O to unveil their lates… [+3738 chars]",https://www.theverge.com/tech/671116/google-ai-product-names-confusing-gemini-deepmind-astra
2025-05-22,technology,"Warhammer 40,000: Dawn of War – Definitive Edition announced for PC - Gematsu","Relic Entertainment has announced real-time strategy game remaster Warhammer 40,000: Dawn of War – Definitive Edition. It will launch via Steam and GOG in 2025.","Relic Entertainment has announced real-time strategy game remaster Warhammer 40,000: Dawn of War – Definitive Edition. It will launch via Steam and GOG in 2025. 
“The Definitive Edition celebrates t… [+1671 chars]",https://www.gematsu.com/2025/05/warhammer-40000-dawn-of-war-definitive-edition-announced-for-pc
2025-05-22,technology,Guides - Black Ops 6 Zombies Mode Guide — Grief - Call of Duty,,"When a Capture Zone is secured, the team that lost that fight will be sent a Grief, in other words the team that did not capture the Capture Zone will be debuffed by one of the Griefs listed below. T… [+944 chars]",https://www.callofduty.com/guides/blackops6/zombies/call-of-duty-guides-black-ops-6-zombies-mode-guide-grief
2025-05-22,technology,TikTok Is Going to Make These Two Cameras Nearly Impossible to Buy - Gizmodo,Fujifilm and Ricoh are making their high-end point-and-shoot cameras specifically for the Gen Z crowd.,The one thing I have in common with the average TikToker is my longing for expensive fixed-lens point-and-shoot cameras. It seems the two companiesFujifilm and Ricohhave the biggest brand recognition… [+3737 chars],https://gizmodo.com/tiktok-is-going-to-make-these-two-cameras-nearly-impossible-to-buy-2000605952
2025-05-22,technology,Honor’s 400 phones are midrangers built to last - The Verge,"The Honor 400 and 400 Pro promise six years of software support, plus 200-megapixel main cameras and impressive IP ratings.","The 400 and 400 Pro arrive promising six years of software support.
The 400 and 400 Pro arrive promising six years of software support.
Honor has announced the 400 and 400 Pro, two midrange phones … [+2057 chars]",https://www.theverge.com/news/672580/honor-400-pro-midrange-six-years-software
2025-05-22,technology,Should You Play New Game Plus In ‘Clair Obscur: Expedition 33’? Here’s What You’ll Find - Forbes,Clair Obscur: Expedition 33 is so good you may want to jump into New Game+ immediately. What can you expect there?,"Expedition 33
Sandfall
Given that its entirely possible that Clair Obscur: Expedition 33 may have just become one of my favorite games of all time, it took about all of two days before I couldnt re… [+3403 chars]",https://www.forbes.com/sites/paultassi/2025/05/22/should-you-play-new-game-plus-in-clair-obscur-expedition-33-heres-what-youll-find/
2025-05-22,technology,Teenage Mutant Ninja Turtles: Tactical Takedown Review - IGN,"A fun, if barebones, tactics game reminiscent of TMNT's arcade classics.",I never expected kicking a member of the Foot Clan to the curb before skateboarding over to pick up a pizza as an orange-clad Ninja Turtle would work just as well in a tactics game as it does in a cl… [+8913 chars],https://www.ign.com/articles/teenage-mutant-ninja-turtles-tactical-takedown-review
2025-05-22,technology,Pokémon GO Serene Retreat Event Guide - Pokémon GO Hub,,No content available,https://pokemongohub.net/post/event/serene-retreat/
2025-05-22,technology,China’s Xiaomi claims new phone chip rivals Apple at a cheaper price - CNBC,Chinese smartphone company Xiaomi is taking on Apple’s iPhone with an advanced chip and cheaper phone.,"BEIJING Chinese smartphone company Xiaomi is taking on Apple's iPhone with an advanced chip and a cheaper phone.
Xiaomi is winning the battle on the pricing of its latest phone. The new Xiaomi 15S P… [+3508 chars]",https://www.cnbc.com/2025/05/22/chinas-xiaomi-claims-new-phone-chip-rivals-apple-at-a-cheaper-price.html
2025-05-22,technology,"What I learned from my first few months with a Bambu Lab A1 3D printer, part 1 - Ars Technica",One neophyte’s first steps into the wide world of 3D printing.,No content available,https://arstechnica.com/gadgets/2025/05/what-i-learned-from-my-first-few-months-with-a-bambu-lab-a1-3d-printer-part-1/
2025-05-22,technology,10 Insane Videos From Google’s Veo 3 AI That Will Blow Your Mind - PetaPixel,"This tech is getting good, real good.","This AI video imitates Hawk Tuah girl. | Min Choi/X
Google launched its new AI video model Veo 3 this week and people have already created incredibly impressive synthetic videos from it. 
The level… [+3415 chars]",https://petapixel.com/2025/05/22/10-insane-videos-from-googles-veo-3-ai-that-will-blow-your-mind/
2025-05-22,technology,Mysterious Database of 184 Million Records Exposes Vast Array of Login Credentials - WIRED,"A trove of breached data, which has now been taken down, includes user logins for platforms including Apple, Google, and Meta. Among the exposed accounts are ones linked to dozens of governments.",The possibility that data could be inadvertently exposed in a misconfigured or otherwise unsecureddatabase is a longtime privacy nightmare that has been difficult to fully address. But the new discov… [+3024 chars],https://www.wired.com/story/mysterious-database-logins-governments-social-media/
2025-05-22,technology,"ASUS unveils Radeon RX 9060 XT TUF, PRIME and DUAL graphics cards - VideoCardz.com","ASUS to launch Radeon RX 9060 XT in three variants Not all models will come with 8GB and 16GB memory.  ASUS has expanded its Radeon RX 9060 XT lineup with multiple graphics cards across its TUF Gaming, Prime, and Dual product series. These cards are built for…","Not all models will come with 8GB and 16GB memory. 
ASUS has expanded its Radeon RX 9060 XT lineup with multiple graphics cards across its TUF Gaming, Prime, and Dual product series. These cards are… [+1316 chars]",https://videocardz.com/newz/asus-unveils-radeon-rx-9060-xt-tuf-prime-and-dual-graphics-cards
2025-05-22,technology,"Randy Pitchford shows he's capable of not being an idiot about Borderlands 4 prices, raising questions about previous insistence on being an idiot - Rock Paper Shotgun",Postin' Randy be postin',"Borderlands boss Randy Pitchford submitted an-all timer entry into the pantheon of neoliberal thirst tweets earlier this week, telling a player concerned about a potential $80 asking price for Border… [+1967 chars]",https://www.rockpapershotgun.com/randy-pitchford-shows-hes-capable-of-not-being-an-idiot-about-borderlands-4-prices-raising-questions-about-previous-insistence-on-being-an-idiot
2025-05-22,technology,Mass Production Of Apple’s Large 18.8-Inch Foldable Mac Expected In 2027 Amid Amazon’s Ambitions To Launch A Competitive Device With The Same Form Factor - Wccftech,Apple's foldable device with an 18.8-inch display will enter mass production in late 2027 or 2028 with immense competition from Amazon.,"Apple is planning to enter the foldable market as soon as next year with the iPhone Fold, and even though concrete details are not available, the company's ambitions stretch far beyond standard smart… [+2615 chars]",https://wccftech.com/apple-giant-foldable-device-mass-production-in-2027/
2025-05-22,technology,Signal’s new Windows update prevents the system from capturing screenshots of chats - TechCrunch,"Signal said today that it is updating its Windows app to prevent the system from capturing screenshots, thereby protecting the content that is on display.","Signal said today that it is updating its Windows app to prevent the system from capturing screenshots, thereby protecting the content that is on display.
The company said that this new “screen secu… [+1599 chars]",https://techcrunch.com/2025/05/22/signals-new-windows-update-prevents-the-system-from-capturing-screenshots-of-chats/
2025-05-22,technology,Nintendo Store Outlines Switch 2 Launch Events For New York And San Francisco - Nintendo Life,"""First come, first served""","Image: Nintendo
We're getting closer to the Switch 2 and Nintendo has now revealed its plans for the launch events at its stores in the US.
If you're planning on heading to either the Nintendo New … [+799 chars]",https://www.nintendolife.com/news/2025/05/nintendo-store-outlines-switch-2-launch-events-for-new-york-and-san-francisco
2025-05-21,technology,Anthropic web config hints at Claude Sonnet 4 and Opus 4 - BleepingComputer,"Anthropic is secretly working on two new models called Claude Sonnet 4 and Opus 4, which are believed to be the company's most advanced AI models.","Anthropic is secretly working on new models called Claude Sonnet 4 and Opus 4, which are believed to be the company's most advanced AI models.
This is according to Anthropic web configuration files,… [+980 chars]",https://www.bleepingcomputer.com/news/artificial-intelligence/anthropic-web-config-hints-at-claude-sonnet-4-and-opus-4/
