Date,Category,Headline,Description,Content,URL
2025-06-14,business,US Steel Sale to Nippon Steel Poised To Close After Trump Deal - Bloomberg.com,"Nippon Steel Corp. won conditional US approval for its $14.1 billion purchase of United States Steel Corp., capping a lengthy saga in a tie-up that will create one of the world’s largest steel companies.","Nippon Steel Corp. won conditional US approval for its $14.1 billion purchase of United States Steel Corp., capping a lengthy saga in a tie-up that will create one of the worlds largest steel compani… [+186 chars]",https://www.bloomberg.com/news/articles/2025-06-13/trump-submits-proposed-security-agreement-for-us-steel-sale
2025-06-14,business,How Elon Musk Is Reinventing Tesla’s Strategy - WSJ,,No content available,https://www.wsj.com/business/autos/elon-musk-tesla-strategy-ai-driverless-car-97721be5
2025-06-14,business,"Dow Jones Futures: Israel-Iran Attacks Hit Market; The Next AI Winners After Nvidia, Broadcom? - Investor's Business Daily",Be ready for offense or defense. Several AI hardware plays are setting up.,"Information in Investors Business Daily is for informational and educational purposes only and should not be construed as an offer, recommendation, solicitation, or rating to buy or sell securities. … [+1064 chars]",https://www.investors.com/market-trend/stock-market-today/dow-jones-futures-israel-iran-attacks-ai-winners-nvidia-broadcom/
2025-06-14,business,Inside Mark Zuckerberg’s AI hiring spree - The Verge,"Meta’s CEO is personally recruiting top AI talent to reboot Llama and build a new “superintelligence” lab, offering massive pay and direct access to him. His $14.3 billion hire of Scale AI CEO Alexandr Wang is the most expensive in tech history.","How Metas CEO is spending heavily to reboot his AI team. Also, Apple has an AI problem.
AI researchers have recently been asking themselves a version of the question, Is that really Zuck?
As first … [+8396 chars]",https://www.theverge.com/command-line-newsletter/687173/inside-mark-zuckerbergs-ai-hiring-spree
2025-06-13,business,"'Buy now, pay later:' a replacement for the millennial lifestyle subsidy? - NPR","The cheap convenience of the ""millennial lifestyle subsidy"" has gone - does ""buy now, pay later"" fill in the gaps?","It's Been A Minute host Brittany Luse is in dire need of a new couch.
""I can feel the frame through the padding it's rough,"" she said. ""I'm not even inviting my friends over because I don't want the… [+6545 chars]",https://www.npr.org/2025/06/13/nx-s1-5355899/buy-now-pay-later-klarna-doordash-lifestyle-subsidy
2025-06-13,business,"Citi Pounds the Table on Nvidia Stock, Citing Big Opportunity in Europe - TipRanks","Nvidia (NASDAQ:NVDA) has faced investor concerns over its positioning in China, with worries mounting about export restrictions on AI chips to the Eastern superpowe...",No content available,https://www.tipranks.com/news/citi-pounds-the-table-on-nvidia-stock-citing-big-opportunity-in-europe
2025-06-13,business,FDA expands approval of Moderna's RSV vaccine to some adults under age 60 - ABC News,,No content available,https://abcnews.go.com/Health/fda-expands-approval-modernas-rsv-vaccine-adults-age/story?id\\u003d122815441
2025-06-13,business,"Amazon joins the big nuclear party, buying 1.92 GW for AWS - TechCrunch",Amazon and Talen revised an existing deal to buy power from the Susquehanna nuclear power plant.,"Amazon tapped into an emerging trend this week, one that’s seeing big tech firms buy power from existing nuclear power plants.
The tech company will power a chunk of its AWS cloud and AI servers usi… [+2647 chars]",https://techcrunch.com/2025/06/13/amazon-joins-the-big-nuclear-party-buying-1-92-gw-for-aws/
2025-06-13,business,Anker Recalls PowerCore 10000 Power Banks for Burning or Exploding. Learn How to Get a Free Replacement - CNET,More than 1.1 million Powercore units in the US are affected by the recall.,Electronics maker Anker announced an official recall of Anker PowerCore 10000 power banks with the model number A1263 on June 12. The company received 19 reports of the portable chargers catching fir… [+4879 chars],https://www.cnet.com/tech/mobile/anker-recalls-powercore-10000-power-banks-for-burning-or-exploding-learn-how-to-get-a-free-replacement/
2025-06-13,business,The cloud broke Thursday and it'll happen again - how to protect your business before then - ZDNET,Simply using a multi-cloud or hybrid cloud isn't enough.,"Akaradech Pramoonsin/Getty Images
After a rocky Thursday afternoon on the internet, both Google and Cloudflare services appear to be operating normally as of Friday morning. When trouble started, th… [+4095 chars]",https://www.zdnet.com/article/the-cloud-broke-thursday-and-itll-happen-again-how-to-protect-your-business-before-then/
