Date,Category,Headline,Description,Content,URL
2025-05-20,business,Senate advances a major crypto regulation bill on a bipartisan vote - NBC News,The Senate advanced a major cryptocurrency regulation bill Monday on a bipartisan vote just two weeks after every Senate Democrat united to block it.,"WASHINGTON The Senate advanced a major cryptocurrency regulation bill Monday on a bipartisan vote two weeks after every Senate Democrat united to block it. 
The procedural vote on the GENIUS Act whi… [+5597 chars]",https://www.nbcnews.com/politics/congress/senate-advances-major-crypto-regulation-bill-bipartisan-vote-rcna207809
2025-05-20,business,"Stock Market News, May 19, 2025: Dollar Weakens, Yields Rise on Concerns About U.S. Fiscal Picture - WSJ",,No content available,https://www.wsj.com/livecoverage/stock-market-today-tariffs-trade-war-05-19-2025
2025-05-20,business,Shares in China's CATL jump over 11% in Hong Kong debut as battery maker rides electric-vehicle boom - CNBC,"The IPO had raised HK$35.7 billion ($4.6 billion) according to a company filing, reportedly making it the largest global listing in 2025.","Shares of the world's largest battery manufacturer Contemporary Amperex Technology rose as much as 14% in their Hong Kong trading debut on Tuesday.
Shares were last trading up 11% at 292 Hong Kong d… [+2342 chars]",https://www.cnbc.com/2025/05/20/china-catl-hongkong-debut.html
2025-05-19,business,The Biggest Memorial Day Sales for 2025 Are Already Live a Full Week Early - IGN,Time to shop?,"Memorial Day weekend is still a full work week away, but the sales have already arrived at some of the biggest online retailers like Amazon, Best Buy, and Walmart. While prices may not be quite as go… [+5784 chars]",https://www.ign.com/articles/best-memorial-day-sales-2025
2025-05-19,business,Biotech company Regeneron to buy bankrupt 23andMe for $256M - Ars Technica,Regeneron will use trove of 23andMe genetic data to develop medical advances.,No content available,https://arstechnica.com/science/2025/05/biotech-company-regeneron-to-buy-bankrupt-23andme-for-256m/
2025-05-19,business,Passenger jet had to abort takeoff to avoid runway collision at New York’s LaGuardia Airport - AP News,Federal officials are investigating why two planes got dangerously close on a runway at New York's LaGuardia Airport earlier this month despite the airport being equipped with an advanced surface radar system that's designed to help prevent such close calls. …,Federal officials are investigating why two planes got dangerously close on a runway at New Yorks LaGuardia Airport earlier this month despite the airport being equipped with an advanced surface rada… [+3173 chars],https://apnews.com/article/laguardia-airport-close-call-faa-ntsb-821fcc0a18d5da17b832b2e17af765c0
2025-05-19,business,"JPMorgan CEO Jamie Dimon says markets are too complacent on tariffs, expects S&P 500 earnings growth to collapse - CNBC","JPMorgan Chase CEO Jamie Dimon said markets and central bankers underappreciate the risks created by record U.S. deficits, tariffs and international tensions.","JPMorgan Chase CEO Jamie Dimon said Monday that markets and central bankers underappreciate the risks created by record U.S. deficits, tariffs and international tensions.
Dimon, the veteran CEO and … [+2764 chars]",https://www.cnbc.com/2025/05/19/trump-tariffs-jpmorgan-chase-ceo-jamie-dimon.html
2025-05-19,business,"Gen Z are increasingly becoming NEETs by choice—not in employment, education, or training - Fortune","Gen Z are opting to become NEETs—not in employment, education, or training—creating record levels of youth unemployment around the world.",No content available,https://fortune.com/article/gen-z-are-increasingly-becoming-neets/
2025-05-19,business,Jamie Dimon’s Would-Be Successors Audition for the Top Job at JPMorgan - WSJ,,No content available,https://www.wsj.com/finance/banking/jpmorgan-chase-ceo-search-annual-investor-day-985dfba6
2025-05-19,business,Microsoft will host Elon Musk's Grok in its cloud - Axios,The giant is adding the xAI model to the long list of AI options it offers developers.,"Microsoft said Monday that it is adding Grok the AI model produced by Elon Musk's xAI to the growing list of third-party AI models it offers via its cloud service.
Why it matters: Microsoft is tryin… [+1629 chars]",https://www.axios.com/2025/05/19/microsoft-grok-elon-musk-cloud
2025-05-19,business,Novavax Stock Rockets. FDA Finally Had Good News for the Covid-19 Vaccine Maker. - Barron's,,No content available,https://www.barrons.com/articles/novavax-stock-fda-vaccine-approval-0c9ae8be
2025-05-19,business,"An Interview with Nvidia CEO Jensen Huang About Chip Controls, AI Factories, and Enterprise Pragmatism - Stratechery by Ben Thompson","An interview with Nvidia CEO Jensen Huang about new problems, including chip controls and China, and new opportunities, including AI Factories and enterprise pragmatism.","Good morning,
This week’s Stratechery Interview is running early this week, as I had the chance to speak in person with Nvidia CEO Jensen Huang at the conclusion of his Computex 2025 keynote, which … [+38050 chars]",https://stratechery.com/2025/an-interview-with-nvidia-ceo-jensen-huang-about-chip-controls-ai-factories-and-enterprise-pragmatism/
2025-05-19,business,Power 100: WBJ names the most influential professionals in 2025 - Worcester Business Journal,"The Power 100 edition is an annual report on how power is shared and expended in Central Massachusetts each year, as told through the 100 people who are most effectively wielding their influence, with a special focus on those creating change and bringing new …","Since WBJ first launched its annual power list, the main criteria for inclusion always has been how Central Massachusetts professionals are influencing the local economy and community. Originally cal… [+2714 chars]",https://www.wbjournal.com/article/power-100-wbj-names-the-most-influential-professionals-in-2025
2025-05-19,business,Walmart’s warning of higher prices puts spotlight on ‘RIM accounting’ practice favored by big retailers - Fortune,CFO John David Rainey said RIM accounting will accentuate tariff-induced financial swings.,No content available,https://fortune.com/2025/05/19/walmarts-warning-of-higher-prices-puts-spotlight-on-rim-accounting-practice-favored-by-big-retailers/
2025-05-19,business,Why has Elon Musk disappeared from the spotlight? - Politico,"The tech CEO isn't exactly gone yet, but Republicans have stopped bringing him up.","In addition to potential political concerns, part of Musks shift out of the spotlight reflects the rapidly changing issue priorities over the early months of Trumps presidency. In the first few month… [+2009 chars]",https://www.politico.com/news/2025/05/19/elon-musk-disappears-trump-world-00355313
2025-05-19,business,How President Trump is sparking a crypto revolution in America - NPR,Crypto exchange giant Coinbase is set to join the S&P 500 on Monday. It's the latest stunning development as Trump completely revamps the approach to crypto in the U.S.,"For years, crypto was viewed by many as a weird and fringe investment, hyped up by a bunch of math geeks and used widely by all kinds of unsavory characters, from drug dealers to hackers.
It was kno… [+8038 chars]",https://www.npr.org/2025/05/19/nx-s1-5380228/crypto-trump-coinbase-sp500-regulation
2025-05-19,business,Verizon ends DEI policies to get FCC's blessing for its $20 billion Frontier deal - NPR,It's the latest big company to back away from its diversity pledges to keep the U.S. government happy.,"Verizon has become the latest big company to end policies arounddiversity, equity and inclusion, or ""DEI,"" in order to keep the U.S. government happy.
It seems to have worked: on Friday, the Federal… [+3250 chars]",https://www.npr.org/2025/05/19/nx-s1-5402863/verizon-fcc-frontier-dei-trump
2025-05-19,business,US grocery chain recalls baby food pouches due to possible lead contamination - The Independent,"There is no safe level of exposure to lead for children, according to the U.S. Centers for Disease Control and Prevention","Your support helps us to tell the story
From reproductive rights to climate change to Big Tech, The Independent is on the ground when the story is developing. Whether it's investigating the financia… [+3081 chars]",https://www.the-independent.com/life-style/publix-baby-food-recall-lead-class-2-b2753503.html
2025-05-20,general,"Senate Advances Stablecoin Bill, Clearing the Way for Final Passage - CoinDesk",,No content available,https://www.coindesk.com/policy/2025/05/19/senate-advances-stablecoin-bill-clearing-the-way-for-final-passage
2025-05-20,general,"Stock Market News, May 19, 2025: Dollar Weakens, Yields Rise on Concerns About U.S. Fiscal Picture - WSJ",,No content available,https://www.wsj.com/livecoverage/stock-market-today-tariffs-trade-war-05-19-2025
2025-05-20,general,Trump suggests without evidence that Biden delayed sharing his cancer diagnosis - NPR,"President Trump was gracious on Sunday when former President Joe Biden announced his cancer diagnosis. But on Monday, Trump quickly pivoted to allege, without evidence, that there had been a cover-up.","President Trump suggested without evidence on Monday that former President Joe Biden had delayed sharing his prostate cancer diagnosis, saying it was part of a pattern of the Biden White House coveri… [+3365 chars]",https://www.npr.org/2025/05/19/nx-s1-5403887/trump-biden-cancer
2025-05-20,general,Senate confirms Charles Kushner to become ambassador to France - The Hill,"The Senate on Monday confirmed the nomination of Charles Kushner to become the ambassador to France, cementing a family member of President Trump to a key diplomatic post despite his past legal trouble.  Senators voted 51-45 to approve Kushner’s nomination. S…","Skip to content
The Senate on Monday confirmed the nomination of Charles Kushner to become the ambassador to France, cementing a family member of President Trump to a key diplomatic post despite his… [+1941 chars]",https://thehill.com/homenews/senate/5308588-senate-confirms-charles-kushner-ambassador-france/
2025-05-20,general,"Diddy trial recap: Witnesses testify on Cassie Ventura, Sean Combs’s relationship and alleged violence - The Washington Post","Sean “Diddy” Combs’s federal sex-trafficking trial continued, with former Danity Kane singer Dawn Richard, Cassie’s ex-friend Kerry Morgan and David James testifying.","In late 2022, well before Sean Diddy Combs got into real trouble, a man in Los Angeles approached Tanea Wallace with an offer.
The man was a scout for Soft White Underbelly, photographer Mark Laitas… [+1063 chars]",https://www.washingtonpost.com/entertainment/music/2025/05/19/diddy-trial-live-updates-sean-combs-testimony/
2025-05-20,general,DOJ says it has charged N.J. congresswoman with assaulting law enforcement at ICE facility - NBC News,"The interim U.S. Attorney for the District of New Jersey said Rep. LaMonica McIver is accused of “assaulting, impeding and interfering with law enforcement.”","The Justice Department said it filed charges Monday against Rep. LaMonica McIver, D-N.J., alleging she assaulted law enforcement officials this month at an Immigration and Customs Enforcement facilit… [+4856 chars]",https://www.nbcnews.com/politics/justice-department/lamonica-mciver-ras-baraka-alina-habba-ice-new-jersey-newark-rcna207842
2025-05-20,general,Packers revise tush-push proposal to ban all pushing of the runner - NBC Sports,The petty assault on Philly's signature play continues.,"The Packers have officially renewed their assault on the tush push.
In advance of Tuesdays ownership meeting, the Packers have submitted a revised proposal that turns the clock back to 2005, when bo… [+2362 chars]",https://www.nbcsports.com/nfl/profootballtalk/rumor-mill/news/packers-revise-tush-push-proposal-to-ban-all-pushing-of-the-runner
2025-05-20,general,Fertility clinic bombing spotlights ‘nihilistic’ violent extremism wave - The Washington Post,"The bombing outside an American Reproductive Centers clinic in Palm Springs, California, shows how difficult the diffuse movement is to combat, say experts.",The FBI said the 25-year-old man suspected of detonating a bomb outside a Southern California fertility clinic that injured four people over the weekend was nihilistic a term U.S. authorities are inc… [+4075 chars],https://www.washingtonpost.com/nation/2025/05/19/nihilistic-extremism-threat-fertility-clinic-bombing/
2025-05-19,general,"UK-EU deal moves on from Brexit rows, Starmer says - BBC","The deal covers defence, trade, fishing, and a possible youth scheme, in the first big reset since Brexit.","Joshua Nevett
Prime Minister Sir Keir Starmer has said it is time to move on from ""political fights"" about Brexit, as the UK and the European Union agreed to a major reset of relations.
The UK and … [+6588 chars]",https://www.bbc.com/news/articles/ce9v28r7vlxo
2025-05-19,general,El Salvador arrests prominent human rights lawyer who defends deportees - Al Jazeera,Ruth Eleonora López has defended Venezuelan immigrants deported to El Salvador by US President Trump’s administration.,"A prominent human rights lawyer known for defending immigrants deported amid United States President Donald Trumps hardline anti-immigration policies has been arrested in El Salvador.
Ruth Eleonora … [+2691 chars]",https://www.aljazeera.com/news/2025/5/19/el-salvador-arrests-prominent-human-rights-lawyer-who-defends-deportees
2025-05-19,general,"Russia and Ukraine to 'immediately' start ceasefire talks, says Trump - BBC","Trump sounded optimistic after a two-hour phone conversation with Putin, but a deal still appears far off.","US President Donald Trump says Russia and Ukraine will ""immediately"" start negotiating towards a ceasefire and an end to the war, after a two-hour phone call with Russian counterpart Vladimir Putin.… [+5561 chars]",https://www.bbc.com/news/articles/ce824m5849po
2025-05-19,general,NBA playoffs betting: How to bet the conference finals - ESPN,Our experts provide the bets to make heading into the NBA's conference finals.,"May 19, 2025, 05:10 PM ET
The NBA's Conference Finals are set, with the Oklahoma City Thunder taking on the Minnesota Timberwolves in the Western Conference and the New York Knicks facing the Indian… [+9571 chars]",https://www.espn.com/espn/betting/story/_/id/45227313/2025-nba-playoffs-betting-how-bet-conference-finals
2025-05-19,general,Scoop: Schumer to seek vote on blocking Qatar's gift to Trump - Axios,The Democratic leader plans to force a vote on the legislation during this year's government funding fight.,"Senate Democratic Leader Chuck Schumer is planning to seek a vote on legislation he's introducing Monday to prevent foreign planes from being used as Air Force One, Axios has learned.
Why it matters… [+1469 chars]",https://www.axios.com/2025/05/19/schumer-legislation-qatar-trump-air-force-one
2025-05-19,general,"Interactive map shows all damage, entire track of St. Louis' deadly tornado - KSDK",The 23-mile-long twister claimed the lives of five people and caused over $1 billion in damages in the St. Louis region on Friday.,"ST. LOUIS As residents throughout Missouri continue picking up the pieces from Friday's storms, local meteorologists have gained a better idea of the sheer scale of the historic tornado that struck S… [+1457 chars]",https://www.ksdk.com/article/weather/tornado/st-louis-tornado-interactive-map-all-damage-miles-long-track/63-708997cd-d942-4683-baa8-9e9778322932
