Date,Category,Headline,Description,Content,URL
2025-06-19,business,Tesla's robotaxi rollout runs into trouble - TheStreet,,No content available,https://www.thestreet.com/technology/teslas-robotaxi-rollout-runs-into-trouble-texas
2025-06-19,business,"Japan's core inflation hits highest level since January 2023, putting pressure on BOJ to raise rates - CNBC","Rice prices have spiked 101.7% year over year, marking their largest increase in over half a century.","Rice prices in Japan more than doubled in May, spiking 101.7% year over year and marking their largest increase in over half a century.
The huge spike follows a 98.4% increase in April, and a rise o… [+2596 chars]",https://www.cnbc.com/2025/06/20/japans-core-inflation-hits-highest-level-since-jan-2023-putting-pressure-on-boj-to-raise-rates.html
2025-06-19,business,"Ethereum hints toward a breakout, but are you missing the signs? - AMBCrypto","With Open Interest at record highs and inflows surging, ETH could be repeating Bitcoin’s biggest moves.","<ul><li>Ethereums Open Interest and inflows might be a sign of a potential breakout, mirroring Bitcoins past bull cycle.</li><li>Technicals show bullish structure, but ETH needs a strong catalyst to … [+2076 chars]",https://ambcrypto.com/ethereum-hints-toward-a-breakout-but-are-you-missing-the-signs/
2025-06-19,business,Deadly listeria outbreak leads to recall of ready-to-eat fettuccine Alfredo meals - NPR,"A nationwide listeria outbreak has been linked to 17 illnesses, and three deaths, according to the U.S. Department of Agriculture's Food Safety and Inspection.",Some ready-to-eat chicken fettuccine Alfredo meals sold at Kroger and Walmart are being voluntarily recalled following a nationwide listeria outbreak linked to 17 illnesses and three deaths as well a… [+3035 chars],https://www.npr.org/2025/06/19/nx-s1-5439467/listeria-outbreak-recall-kroger-walmart-fresh-realm-usda
2025-06-19,business,Dow futures drop 200 points as Trump weighs attack on Iran: Live updates - CNBC,Stocks are heading into the end of the shortened trading week,"Stock futures were lower ahead of Friday's session, with investors monitoring conflict in the Middle East between Iran and Israel, and potential direct U.S. involvement.
Futures tied to the Dow Jone… [+2306 chars]",https://www.cnbc.com/2025/06/19/stock-market-today-live-updates.html
2025-06-19,business,Wes Moore accuses Trump of ‘a lack of seriousness’ in dealing with Iran - Politico,"""To see such a free-wheeling conversation about issues of life and death is disappointing,"" Moore says.","On Thursday, the White House said Trump will make a decision on whether to strike Iran within two weeks.
Moore, seen as a rising star in the Democratic Party and a potential 2028 presidential conten… [+2250 chars]",https://www.politico.com/news/2025/06/19/wes-moore-trump-iran-00414446
2025-06-19,business,"Stocks Slide on Mideast Tension, Fed’s Warning: Markets Wrap - bloomberg.com",Oil trimmed earlier gains and equity futures remained lower after White House press secretary Karoline Leavitt said President Trump will decide within two weeks whether to back Israel militarily in its conflict with Iran. The remarks offered some short-term c…,Oil trimmed earlier gains and equity futures remained lower after White House press secretary Karoline Leavitt said President Trump will decide within two weeks whether to back Israel militarily in i… [+192 chars],https://www.bloomberg.com/news/articles/2025-06-18/stock-market-today-dow-s-p-live-updates
2025-06-19,business,"16 billion passwords exposed in unprecedented cyber leak of 2025, experts raise global alarm - The Economic Times","A massive breach has exposed over 16 billion login credentials, creating unprecedented risks of phishing, identity theft, and account takeovers. The stolen data, gathered by infostealer malware, includes URLs, logins, and passwords for various online services…",A shocking new report has confirmed that one of the biggest password leaks in internet history has happened.Cybernews and Forbes found a historic breach that stole more than 16 billion login credenti… [+3687 chars],https://economictimes.indiatimes.com/news/international/us/16-billion-passwords-exposed-in-unprecedented-cyber-leak-of-2025-experts-raise-global-alarm/articleshow/121961165.cms
2025-06-19,business,Trump Family Reduces Stake in Crypto Project World Liberty - Decrypt,DT Marks DEFI LLC recently reduced its ownership share in the company from 60% to approximately 40%.,"In brief
<ul><li>DT Marks DEFI LLC, tied to the Trump family, reduced its stake in World Liberty Financial from 60% to approximately 40%.</li><li>The change comes amid growing political scrutiny and… [+2984 chars]",https://decrypt.co/326105/trump-family-reduces-equity-stake-crypto-project-world-liberty
2025-06-19,business,Telegram founder and billionaire Pavel Durov plans to leave fortune to his 100-plus children - CBS News,Telegram founder and CEO Pavel Durov told a publication that all of his more than 100 children will inherit some of his fortune.,"Pavel Durov, the founder and CEO of Telegram, a messaging app, has fathered more than 100 children, all of whom will share in the inheritance of his multi-billion-dollar fortune, he told French magaz… [+2041 chars]",https://www.cbsnews.com/news/telegram-billionaire-pavel-durov-100-children-net-worth-inheritance/
2025-06-19,business,"Chase Sapphire’s $795 Revamp Hinges On Lounge Quality—LAX Promises Private Tarmac Transfers, Yet Will Spend Just $8.40 On Meals - View from the Wing","Pondering this sent me down a rabbit hole, pouring through LA city documents about the upcoming Chase Sapphire Lounge at LAX in the Tom Bradley International Terminal. Ongoing operating costs for the lounge are about $20 million a year. But this one number st…",One theme from readers around whether or not the $795 annual fee refresh of Chase Sapphire Reserve is worth it to them is that it hinges on how much they use and value Chase’s growing network of loun… [+5925 chars],https://viewfromthewing.com/chase-sapphires-795-revamp-hinges-on-lounge-quality-lax-promises-private-tarmac-transfers-yet-will-spend-just-8-40-on-meals/
2025-06-19,business,Musk’s xAI Sparks New EU Scrutiny Ahead of Potential X Penalty - Bloomberg.com,Elon Musk’s $33 billion xAI buyout of social media platform X has sparked new scrutiny from the European Union as regulators size up a penalty under the Digital Services Act.,"Elon Musks $33 billion xAI buyout of social media platform X has sparked new scrutiny from the European Union as regulators size up a penalty under the Digital Services Act.
The European Commission … [+438 chars]",https://www.bloomberg.com/news/articles/2025-06-19/musk-s-xai-sparks-new-eu-scrutiny-ahead-of-potential-x-penalty
2025-06-19,business,"Feds issue urgent warning over risk of Boeing 737 Max engines leaking smoke into cabin, cockpit - New York Post","The recommendations were inspired by two incidents on Southwest Airlines flights, when engines malfunctioned after bird strikes and poured smoke into the cabins.","Federal regulators have issued a rare, urgent warning over the risk of Boeing 737 MAX engines malfunctioning and letting smoke into an airplane cabin or cockpit.
Damage to the engines oil system can… [+1995 chars]",https://nypost.com/2025/06/19/business/feds-issue-urgent-warning-over-risk-of-boeing-737-max-engines-leaking-smoke-into-cabin-cockpit/
2025-06-19,business,NYC cab drivers fear death of industry as Waymo aims to launch driverless taxis - Gothamist,"Waymo's potential launch could decimate the livelihoods of roughly 100,000 taxi and for-hire vehicle drivers in New York City, advocates said.","A decade after Uber upended New Yorks yellow taxi industry, another Silicon Valley giant is threatening to push the citys cabbies to the brink of extinction.
Waymo, a robot-driven car service owned … [+3912 chars]",https://gothamist.com/news/nyc-cab-drivers-fear-death-of-industry-as-waymo-aims-to-launch-for-driverless-taxis
